,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Weekend,Revenue,Month_Dec,Month_Feb,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_New_Visitor,VisitorType_Returning_Visitor,Browser_3,Browser_7,Browser_9,Browser_11,Browser_12,Browser_13,OperatingSystems_2,OperatingSystems_3,OperatingSystems_5,OperatingSystems_6,OperatingSystems_7,TrafficType_1,TrafficType_2,TrafficType_3,TrafficType_5,TrafficType_6,TrafficType_7,TrafficType_8,TrafficType_9,TrafficType_10,TrafficType_12,TrafficType_13,TrafficType_14,TrafficType_15,TrafficType_16,TrafficType_17,TrafficType_18,TrafficType_19,TrafficType_20
317,2,4.410835916804361,0,0.0,3,18.460717310380414,0.0,0.4781762498950185,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
318,2,3.3483225730879456,0,0.0,5,8.110299037841015,0.0,0.5253055608807534,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,1,2.356662800734026,0,0.0,46,18.49936416722731,0.0,0.40101336802669435,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,1,3.0405015909843316,0,0.0,23,18.880587229674127,0.4699268835420543,0.5209609693306547,0.656500362116377,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,0,0.0,0,0.0,5,9.531973495988767,0.0,0.5253055608807534,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,0,0.0,0,0.0,10,10.975810961063356,0.0,0.45730505192732634,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,2,3.6316203186398037,0,0.0,37,17.939753501686702,0.3483317611478221,0.43956496602387757,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,6,4.67037421841103,0,0.0,68,21.888165652545506,0.0,0.1773786886091633,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,4,3.7198391307793353,0,0.0,4,6.564564705700981,0.0,0.49111861139209245,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,2,3.887087687973091,0,0.0,2,5.5536269068346495,0.0,0.5492802716530588,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,0,0.0,0,0.0,15,9.9172895504965,0.4216846042343269,0.48438841484446016,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,3,3.2601779484765654,0,0.0,11,11.296378477766968,0.0,0.3240174532341984,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
329,2,3.316101380766484,0,0.0,7,8.24765647706863,0.0,0.4065851356758079,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,0,0.0,0,0.0,1,0.0,0.7247796636776955,0.7247796636776955,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,3,3.200684258096527,0,0.0,55,17.076544770050514,0.0,0.29468463258713856,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,1,2.639037155533851,3,0.8982364956396026,21,14.630439881679496,0.3838519465665618,0.47274101637532534,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,4,3.742907697589697,0,0.0,64,19.248351544627823,0.31450193775862545,0.39163958149209716,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,0,0.0,1,0.9023940664136845,75,24.978916229187895,0.30481987623711454,0.44435743142981526,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,1,1.961899496920811,0,0.0,14,11.37566562767093,0.0,0.4528643554555434,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,1,2.93181162996306,0,0.0,8,17.93026980915558,0.0,0.49111861139209245,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,0,0.0,0,0.0,49,18.51394203573473,0.0,0.4122343180501125,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,0,0.0,0,0.0,4,6.472245065847272,0.0,0.4781762498950185,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,1,2.186823424229344,0,0.0,29,14.980877170414741,0.0,0.3473654981453801,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,0,0.0,0,0.0,7,6.990787883625742,0.0,0.42754358079979127,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,0,0.0,0,0.0,1,0.0,0.7247796636776955,0.7247796636776955,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,0,0.0,0,0.0,8,12.080195057118173,0.6309573444801932,0.6597539553864471,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,0,0.0,0,0.0,25,19.58705687930677,0.3807307877431757,0.5181068721781955,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,0,0.0,0,0.0,1,0.0,0.7247796636776955,0.7247796636776955,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,4,4.2492695276486865,0,0.0,3,9.969346798287326,0.0,0.3807307877431757,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
346,0,0.0,0,0.0,12,12.92899463406512,0.0,0.5064956830991268,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,6,4.170855327697186,0,0.0,39,18.987198290632787,0.3483317611478221,0.46339444987250306,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,3,3.378865025255659,0,0.0,24,16.000103934138714,0.0,0.39711929770127347,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,1,2.7721966194912073,0,0.0,12,11.120031953040103,0.0,0.4409301048745806,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,2,3.378865025255659,0,0.0,15,14.280052230620585,0.0,0.36238983183884776,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,0,0.0,0,0.0,10,10.239151410958863,0.45730505192732634,0.5253055608807534,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,8,3.8144724829338994,1,0.8682429287055908,19,11.740896639668941,0.0,0.4409301048745806,0.6811638776621403,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,9,3.511291317157348,1,0.899509784472667,55,19.75392935343543,0.0,0.33738656560312524,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,3,3.5494137999634203,0,0.0,27,14.921798391003042,0.0,0.4065851356758079,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,0,0.0,1,0.832385546817236,30,20.504509187942066,0.0,0.3195771654465172,0.666012984547711,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,0,0.0,0,0.0,3,0.0,0.7247796636776955,0.7247796636776955,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,0,0.0,0,0.0,24,11.873055880368279,0.0,0.48924405657939724,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,3,3.0907236956175193,0,0.0,46,22.406067901851117,0.0,0.353952925261558,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,0,0.0,0,0.0,1,0.0,0.7247796636776955,0.7247796636776955,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,0,0.0,0,0.0,25,15.886586123003944,0.0,0.3807307877431757,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,0,0.0,0,0.0,12,9.729869928964618,0.49111861139209245,0.5898945616485164,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,1,2.356662800734026,0,0.0,4,7.030560572320396,0.0,0.5492802716530588,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,4,3.5639740086980565,0,0.0,46,21.70994615243805,0.4858927532542991,0.5445983704692094,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,0,0.0,0,0.0,10,10.76894129657561,0.0,0.39810717055349726,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,3,4.672639911916076,0,0.0,9,12.244147355928053,0.0,0.3777559668872198,0.6857974053261552,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,0,0.0,0,0.0,13,10.756247810241824,0.0,0.5574821134230638,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,1,2.24164667753435,0,0.0,111,23.946294514248116,0.15794675346143322,0.39353188357125235,0.673005139114053,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,5,3.2396038765132933,0,0.0,2,2.451597503982924,0.0,0.5064956830991268,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,2,1.8678300377473125,0,0.0,27,14.232635561896641,0.43066467106187273,0.4974221147276925,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,8,4.231595036240025,0,0.0,33,17.387201908705833,0.4251415008888233,0.48823405646912743,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,0,0.0,0,0.0,5,10.950310477863182,0.0,0.5253055608807534,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,2,3.144529936586928,0,0.0,7,10.540094235959298,0.0,0.36238983183884776,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
373,1,1.290002367103929,14,0.9024972266754777,81,22.563362545205056,0.3889138888512307,0.4940387783802961,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,0,0.0,0,0.0,6,6.073663340365039,0.5818107597344988,0.6309573444801932,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,0,0.0,0,0.0,8,15.707109917510328,0.49111861139209245,0.5641471390400097,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,4,3.3483225730879456,0,0.0,14,9.91266547621992,0.0,0.40268431559934126,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,3,3.592015601557457,0,0.0,25,12.839748703705983,0.3510748671342167,0.5070155829813225,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,0,0.0,0,0.0,25,15.642275483651124,0.4072336009280796,0.5112672859431017,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
379,2,3.6715796951707826,3,0.893348899529498,22,17.042249300420647,0.0,0.42581956027457024,0.6785038496290706,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,0,0.0,0,0.0,2,3.4899350162574,0.0,0.6309573444801932,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,0.0,0,0.0,3,2.8554780144195395,0.5818107597344988,0.6683250616241063,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,1,2.492504133004196,0,0.0,22,12.858631175547359,0.4528643554555434,0.5202045401485752,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,0,0.0,0,0.0,1,0.0,0.7247796636776955,0.7247796636776955,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,9,4.10182740014417,5,0.9019901418923715,61,21.22690942617969,0.39810717055349726,0.46026197715074424,0.5905662275641259,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,0,0.0,0,0.0,2,11.164404930856236,0.0,0.6309573444801932,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,0,0.0,0,0.0,7,7.108732179771199,0.0,0.49111861139209245,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,0,0.0,0,0.0,4,6.698306243945858,0.0,0.4781762498950185,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,0,0.0,0,0.0,12,10.970964725447073,0.0,0.5728495513965296,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
389,0,0.0,0,0.0,8,14.1697126853555,0.4781762498950185,0.5114622783130152,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,6,3.4488694531922808,0,0.0,47,19.05267176334117,0.3975408706066276,0.4563746179775638,0.6842817394784655,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,0,0.0,0,0.0,7,12.654854990473227,0.5641471390400097,0.6118016478046023,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,1,1.759764401053552,0,0.0,14,14.146752485216814,0.49111861139209245,0.4955042941692383,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,3,4.298824889501094,0,0.0,31,19.72929896265452,0.43527528164806206,0.5526711482464347,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,0,0.0,0,0.0,3,8.281220939032448,0.0,0.46704367651704687,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,7,3.902835190858973,0,0.0,44,18.59696134903593,0.33278733551239403,0.3652600315255744,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,3,4.064493666720153,0,0.0,8,12.13621479432793,0.0,0.3195771654465172,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
397,1,2.3311155910792887,1,0.8811883577421007,88,19.805072260328043,0.3400286197189693,0.4602152975292066,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,0,0.0,0,0.0,1,0.0,0.7247796636776955,0.7247796636776955,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,7,4.039511627863906,4,0.9021736951596079,31,17.798576928361076,0.2434236905130855,0.42174251514160055,0.6728240246331163,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,2,3.1802344856383935,0,0.0,39,19.754879238469016,0.0,0.43956496602387757,0.6885050602161034,0.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,0,0.0,0,0.0,10,10.906259826572368,0.0,0.48438841484446016,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,5,4.056588877431709,4,0.9008387522167653,17,13.120327691620174,0.0,0.38713321140170126,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,3,3.7418205128124944,0,0.0,46,16.418791478409926,0.33557254721733,0.45934093471747434,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,4,4.314302902556053,0,0.0,14,15.229402614974845,0.0,0.42738511405442886,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,0,0.0,0,0.0,40,16.688847266823675,0.0,0.43870306949316284,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,4,4.752389195952764,0,0.0,2,9.592338871451798,0.0,0.3807307877431757,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
407,0,0.0,0,0.0,2,4.758979321995812,0.0,0.6309573444801932,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,8,4.162281862648348,4,0.8991578094664266,30,19.182343111730827,0.0,0.38175427135696005,0.6782579835290725,0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
409,3,3.4015623123818894,0,0.0,15,13.099240781422985,0.0,0.41627660370093655,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
410,0,0.0,0,0.0,16,9.508257758261562,0.0,0.36238983183884776,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,2,4.0359073028651515,1,0.0,37,15.57303413213124,0.0,0.4022122380556872,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,4,3.985310343077678,1,0.8692246626172732,11,11.837059890315421,0.0,0.27962039285968865,0.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
413,3,4.1369008989505645,0,0.0,2,6.909805389089301,0.0,0.4781762498950185,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
414,1,2.7016197022750092,0,0.0,15,14.924038866087272,0.49111861139209245,0.49111861139209245,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,0,0.0,0,0.0,29,14.657500776584842,0.3695952686810737,0.45518289564786735,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
416,0,0.0,2,0.8876822095402283,15,11.037153344560585,0.0,0.41627660370093655,0.6729659465853087,0.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,0,0.0,0,0.0,3,4.401835204339001,0.0,0.5818107597344988,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,0,0.0,0,0.0,1,0.0,0.7247796636776955,0.7247796636776955,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
